Hmong,English
cov keeb tshuaj roj ntsha qhia lub cev ua hauj lwm,hormone
Cov kev Ceev Txheem,Restraints
Cov kev cob qhia rau kev noj qab haus huv yog tsim los tiv thaiv cov pej xeem es muaj kev phom sij kom tag tiam kom tsis txhob nyob ze rau,Health guidance values are designed to protect the most vulnerable populations for up to a lifetime of exposure
Cov kev kho mob ntsws qhuav,Tuberculosis (TB) Related Services
Cov kev kho tsab ntawv ceeb toom,Changes to the notice
"Cov kev kom ua no muaj qhov kom qhia thiab muab ntaub ntawv qhia rau cov neeg mob laus tag nrho hais txog txoj cai los kam los sis tsis kam kho mob los sis phais thiab, nyob ntawm tus neeg mob xaiv, los npaj ua ib daim ntawv xub teev kev tu kho","These requirements include provisions to inform and provide written information to all adult residents concerning the right to accept or refuse medical or surgical treatment and, at the resident�s option, formulate an advance directive"
Cov kev kuaj mob thiab tsom duab xob,Lab and X ray services
"Cov kev mob no yuav mob li ntawm 2 rau 3 hnub, ces 1 rau 2 hnub tom qab yuav zoo li tsis mob lawm","These symptoms may last two to three days, and then appear to go away for one or two days"
Cov kev mob tshwm sim ntawm hom kab mob TB huam muaj raws li nram no:,The symptoms of active TB disease include:
Cov kev ntsuam xyuas yuav suav muaj kev kuaj rau fab kev hnov suab raws li kev ua si thaum uas koj tus me nyuam muaj hnub nyoog zuj zus,Evaluations will include play-based audiological testing as your child gets older
Cov kev pab,Benefits
Cov kev pab kho mob luag kam them,Medical Coverage
Cov kev pab kom hnov lus,Hearing Services
Cov Kev pab Muaj nyob rau Medicare los sis Medicare Kev Them,Services Included in Medicare or Medicaid Payment
Cov kev pab nyob rau tsev tu uas tus neeg mob tau xaiv thiab them los ntawm Medicare Kev Pab nyob Tsev Tu (Medicare Hospice Service) los sis Medicaid them nyob rau xeev ib kom kev kho mob,Hospice services elected by the resident and paid for under the Medicare Hospice Benefit or paid for by Medicaid under a state plan
Cov kev pab rau tus tau txais kev pab,Recipient Services
Cov kev pab thaum cev xeeb tub,Prenatal Services
Cov kev pab tu chav nyov/txaj pw,Room/bed maintenance services
cov kev pab tu plaub hau thiab rau tes kom huv,hair and nail hygiene services
Cov kev pab txuam rau kev kho mob,Medically-related social services
Cov kev thov khoom siv thiab kev pab,Requests for items and services
Cov kev tshawb nrhiav thiab/los sis cov ntaub ntawv sau tseg txog tag nrho cov kev iab liam tias tau ua txhaum cai ntawd mas yuav tsum tau ua raws li cov txheej txheem uas tau tsim muaj tseg;,Investigations and/or documentation of all alleged violations must be conducted in accordance with established procedures
Cov kev Tsis Haum Siab,Grievances
"Cov kev tsis haum siab no muaj nrog rau cov uas los ntawm kev tu thiab kho dhau los thiab cov uas tseem tsis tau muaj, cwj pwm ntawv cov neeg hauj lwm thiab lwm cov neeg mob; thiab lwm yam teeb meem ntawm lawv qhov LTC (kev kho musntev) nyob rau tsev tu","Such grievances include those with respect to care and treatment which has been furnished as well as that which has not been furnished, the behavior of staff and of other residents; and other concerns regarding their LTC (long-term care) facility stay"
Cov kev tu kho tshwj xeeb uas-tsis them xws li tus kheej ntiav neeg ntsuam mob los sis neeg pab,Non-covered special care services such as privately hired nurses or aides
"Cov kev tu thiab saib xyuas kho kom chaw nyob sab hauv xaj aj, du dais, thiab xix nyob","Housekeeping and maintenance services necessary to maintain a sanitary, orderly, and comfortable interior;"
Cov Kev Txhawb Nqa Rau Tsev Neeg,Family Supports
Cov kev ua num mus los,Activities
Cov kev xav kom pab rau lub cev thiab siab ntsws uas tus neeg mob tau qhia,physical or psychological needs expressed by a resident
Cov Khes mis Radionuclides (Radium) hauv cov dej haus,Radionuclides (Radium) in Drinking Water
Cov khes mis Radionuclides hauv Minnesota cov dej,Radionuclides in Minnesota Water
"cov khoom hauv nrog cev (xws li siab, ntsws, plab, plawv)",organ
cov khoom hauv nrog cev hlauv,prolapse
"Cov khoom hu ua Radioactive, kuj muaj lub npe hu ua radionuclides tshwm sim yam thas mab xaj thiab yeej muaj ntau yam es yog tib neeg tsim tawm","Radioactive materials, also called radionuclides, are both naturally occurring and human-made"
cov khoom ntsuam xyuas kab mob tom tsev,at-home tests
cov khoom nyob hauv nqaij uas yus noj kom muaj zog,protein
cov khoom nyob hauv roj ntsha uas soj ntsuam kab mob,antigen
cov khoom nyob hauv zaub mov,protein in nutrition
Cov khoom pleev zoo nkauj thiab tu cev thiab kev pab tshaj dhau cov uas Medicaid lossis Medicare kam them,Cosmetic and grooming items and services in excess of those for which payment is made under Medicaid or Medicare
Cov khoom plig yuav los ntawm tus neeg mob,Gifts purchased on behalf of a resident
cov khoom qab zib nyob hauv dej thiab zaub mov noj haus kom lub cev muaj zog,carbohydrates
Cov khoom siv kho mob muab pov tseg tau,Disposable Medical Supplies
Cov khoom siv lost sim ua daim ntawv luam los sis daim siv hluav taws xob saib yog tus neeg xav kom luam rau ib daim siv hlauv taws xob saib uas nqa tau mus los; thiab,Supplies for creating the paper copy or electronic media if the individual requests that the electronic copy be provided on portable media; and
"Cov khoom siv nplij siab, uas muaj nrog rau khoom haus luam yeeb, khoom siv pab tswv yim thiab qhia txog tej yam tshiab, thiab khoom qab zib","Personal comfort items, including smoking materials, notions and novelties, and confections"
Cov khoom siv thiab kev pab uas muaj nyob rau tsev tu cov kev pab nyob rau Xeev kev npaj tu kho thiab uas tus neeg mob muaj cai tsis tau them;,The items and services that are included in nursing facility services under the State plan and for which the resident may not be charged;
"cov khoom siv tu chaw mos, ntaub so tua kab thiab lwm yam khoom nrog ntawd","incontinence care and supplies, sanitary napkins and related supplies"
Cov khoom thiab cuab yeej siv kho mob,Medical Supplies and Equipment
"Cov khoom thiab kev pab rau tus kheej kev huv nej hnub siv rau vov neeg mob, uas muaj, tiam sis tsis tas rau:","Routine personal hygiene items and services as required to meet the needs of residents, including, but not limited to:"
cov khoom tiv thaiv kab mob uas nyob hauv yus cov roj ntsha,antibody
"cov khoom tu plaub hau, zuag ntsis, rab ntsis kom ntxheev","hair hygiene supplies, comb, brush"
Cov khoom uas muaj cai rub rau tus neeg mob cov nyiaj them,Items and services that may be charged to residents� funds
Cov khoos kas yog qhov uas yus yeem yus xwb,Programs are voluntary
Cov koob tshuaj tam sim no yeej muaj zog tiv thaiv zoo kom tsis txhob mob hnyav thiab tuag,"The vaccines available provide strong protection, especially against severe illness and death"
"Cov Koom Haum Tswj Xyuas thiab Tiv Thaiv Kab Mob (CDC) pom zoo rau ua ob peb yam kauj ruam tseem ceeb los mus txo kev sib kis kab mob ntawm kev ua pa, uas yog mob tau rau koj lub qhov ntswg, lub qa, thiab ob lub ntsws, xws li kab mob�COVID-19,�mob khaub thuas (flu),�thiab mob respiratory syncytial virus (RSV),�(CDC: Tiv Thaiv Cov Kab Mob Kev Ua Pa)","The Centers for Disease Control and Prevention (CDC) recommends important steps to reduce the spread of respiratory viruses, which can affect your nose, throat, and lungs, like�COVID-19,�influenza (flu), and�respiratory syncytial virus (RSV), refer to�CDC: Preventing Respiratory Viruses"
cov kua dej seem tom qab cov ntshav khov tas,serum
cov kua tshuaj txias siv kom loog kom mob zoo,cryotherapy (application of liquid nitrogen)
Cov kua yig yuav ntws tawm los ntawm cov hlwv ua ntej cov hlwv yuav qhuav thiab ua kaub puab,Fluid may drain from the blisters before they dry and scab over
Cov kws kho mob muaj ntawv pov thawj,Licensed Medical Practitioners
Cov kws kho mob uas paub zoo ib hom mob,Specialty Doctors
"Cov kws kho mob yuav khaws cov hnoos qeev, cov zis, lossis ntshav coj los ua piv txwv kuaj kab mob","Health care providers may collect throat, urine, or blood samples to test for the virus"
"Cov kws kho mob yuav suav sau cov piv txwv quav ncaug, hnoos qeev, zis thiab ntshav coj los kuaj xyuas cov kab mob","Health care providers may collect samples from the mouth or throat, as well as urine and blood samples to test for the virus"
"Cov kws kho yuav tsum muab ntaub ntawv qhia kom txwm thiab txhij rau cov neeg mob hais txog lawv tej uas tau kuaj pom, kev kho, lwm yam kev pab kho, tej yam tsis zoo thiab seb tus mob yuav mus li cas, uas yog tus kws kho qhov dej num raws kev lij choj uas yuav tau qhia","Residents shall be given by their physician�s complete and current information concerning their diagnosis, treatment, alternatives, risks, and prognosis as required by the physician�s legal duty to disclose"
Cov kws paub hauj lwm,Professionals
"Cov Kws Tshawb Nrhiav hauv La Crosse, xeev Wisconsin tau xub nrhiav pom tus kab mob vais lav no rau xyoo 1964","Researchers in La Crosse, Wisconsin first detected the virus in 1964"
"Cov kws txawj ua hauj lwm tshaj lij Fab Kev Kho Mob thiab Kev Kawm koj tuaj yeem koom nrog hauv koj tus me nyuam qhov kev saib xyuas kho mob tau, thiab","Medical and Educational professionals you can involve in your child�s care, and"
cov leeg qhwv lub pob qej txha,joint capsule
cov leeg tuav yav txha sib txuas,ligament
cov leeg xa xov hauv lub cev,nerve
Cov lis dejnum mam xav seb yuav kuaj leej twg tsam ho kis tus kab mob TB,Then the public health worker will determine who needs to be tested for TB
cov log txha yeej yeej uas nyob hauv tus txha nqaj qaum/cov log txha sib dho,disc
Cov luag hauj lwm (nra) yuav tau ri,Liabilities
Cov lus hais/nqe lus,Statement
Cov Lus Qhia rau Kev Sau Cov Hnoos Qeev rau TB,Instructions for Collecting Sputum for TB
Cov lus qhia rau qhov chaw txais pab yuav tsum muaj tsawg kawg nkaus li hauv qab no:,Information provided to the receiving provider must include a minimum of the following:
Cov lus qhia tseeb nyob rau tshooj no,The information specified in this section
Cov lus qhia txog cov nqi no mas tsis tau suav tias yog ib qho kev sib cog lus tias yuav raug li ntawd kiag,This payment information does not constitute a legally binding estimate of the cost of services
Cov Lus Qhia Txog Txoj Cai,Information about rights
Cov lus sau cim tseg ntxiv twg:,Any additional notes:
Cov lus sau DUB DUB yog sawv cev lwm cov cai uas neeg muaj hauv tsoom fwv teb chaws txoj cai rau cov neeg mob hauv Cov Chaw Muab Kev Pab Thaum Yuav Tag Sim Neej uas Medicare muab kev pom zoo,THE LANGUAGE IN BOLD PRINT REPRESENTS ADDITIONAL CONSUMER RIGHTS UNDER FEDERAL LAW FOR PATIENTS OF MEDICARE-CERTIFIED HOSPICES
Cov lus sib qhia no mas yuav tsum yog yam lus kom cov neeg mob to taub,This information shall be in terms and language the patients can reasonably be expected to understand
Cov lus tswj khi ntawm ib daim ntawv cog lus txais nkag los ntawm los sis rau ib tug neeg xav nkag nyob lub tsev tu yuav tsum txhob cov nyom rau tej uas cov cai tswj no kom ua,The terms of an admission contract by or on behalf of an individual seeking admission to the facility must not conflict with the requirements of these regulations
Cov lus yuav sib tham mas yuav muaj qhov yuav kho tau los sis tsis tau thiab lwm cov kev pab kom tus mob zoo,This information shall include the likely medical or major psychological results of the treatment and its alternatives
Cov me nyuam kab mob TB me me no tsis ua rau koj mob thiab tsis kis tau rau lwm tus,The TB germs are not hurting you and cannot spread to other people
Cov me nyuam kab mob TB tseem tsaug zogyuav tua tau yooj yim dua ua ntej lawv tsim thiab ua koj muaj mob,Sleeping TB germs are much easier to kill before they wake up and make you sick
"Cov me nyuam mos thiab cov me nyuam yaus feem ntau tau kis tau tus kab mob CMV los ntawm lwm cov me nyuam yaus thiab tuaj yeem kis tau rau lawv niam lawv txiv los sis cov neeg saib xyuas, txawm tias zoo li lawv tsis muaj mob los xij","Babies and young children often get CMV from other kids and can pass it to their parents or caregivers, even when they don�t seem sick"
Cov me nyuam mos uas tau txais kev kho mob thaum lawv yug los kiag yeej tsis tshua pom tias kis tau kab mob siab hom B lawm,Babies who get treatment when they are born rarely get hepatitis B
Cov me nyuam tseem tos kev pab,Dependent children
Cov me nyuam yaus hnub nyoog qis dua 12 xyoos yuav tsum tau txhaj tag nrho ob koob tshuaj uas yog sib nrug yam tsawg kawg 3 lub hlis,Children 12 years and younger should receive a total of two doses given at least 3 months apart
Cov me nyuam yaus hnub nyoog siab zog 5 xyoos tuaj yeem tau txais kev sib txuas los ntawm koj lub tsev kawm ntawv theem pib,Children older than 5 can be connected through your elementary school
Cov me nyuam yaus uas muaj hnub nyoog qis dua 2 xyoos yuav tsum tau kuaj kab mob TB ntawm daim tawv nqaij es txhob kuaj rau qhov kev kuaj ntshav rau tus kab mob TB,Children less than 2 years old should have the TB skin test instead of the TB blood test
"Cov me nyuam yaus uas muaj tus kab mob qhua maj qhua pias yuav tsum tau nyob twj ywm hauv tsev tsis txhob mus tom tsev kawm ntawv los sis chaw zov me nyuam kom txog thaum lawv tsis tuaj yeem kis mob rau lwm tus tau lawm, raws li tau piav qhia saum toj no","Children with chickenpox should be kept home from school or child care until they are no longer contagious, as described above"
Cov me nyuam yaus uas tsis tau txhaj lawv cov tshuaj tiv thaiv kab mob qhua maj qhua pias kom txwm kuj tseem yuav tuaj yeem soj qab saib tau,Children who have not had all their chickenpox vaccines can still catch up
Cov me nyuam yaus uas yog DHH yuav muaj cai tau txais kev cuam tshuam thaum ntxov pab dawb los ntawm cov kev pab caum kev kawm tshwj xeeb nyob rau lub caij thaum tseem yog me nyuam yaus thaum ntxov hauv lawv lub cheeb tsam tsev kawm ntawv rau pej xeem hauv cheeb tsam,Children who are DHH may be eligible to receive free early intervention through early childhood special education services in their local public school district
Cov me nyuam yaus yuav tsum tau txhaj lawv thawj koob tshuaj thaum muaj hnub nyoog 12 txog 15 lub hlis thiab koob thib ob thaum muaj 4 txog 6 xyoo,Children should get their first dose at 12 to 15 months old and the second at 4 to 6 years old
"Cov me nyuam yaus, cov tub ntxhais hluas, thiab cov neeg laus yuav tsum tau txhaj tshuaj tiv thaiv kab mob qhua maj qhua pias ob koob","Children, adolescents, and adults should have two doses of chickenpox vaccine"
"Cov menyuam haus dej thiab neeg laus es haus cov dej muaj txhuas tooj hlau Manganese siab mus ntev ntev kuj yuav muaj teeb meem rau kev cim xeeb, zaum kom taus es mloog, thiab tswj kom sawv tau tus yees","Children and adults who drink water with high levels of manganese for a long time may have problems with memory, attention, and motor skills"
cov menyuam hlab qog uas pab tiv thaiv kab mob hauv lub cev,lymphatic system (lymph node)
Cov menyuam mos ab (menyuam mos ab muaj hnub nyoog qis tshaj ib xyoos) tej zaum kuj muaj teeb meem kawm tau ntawv thiab muaj teeb meem rau tus cwj pwm yog tias haus cov dej muaj txhuas tooj hlau Manganese ntau nyob rau hauv,Infants (babies under one year old) may develop learning and behavior problems if they drink water with too much manganese in it
